Open,High,Low,Close,Tick Volume,Spread,Real Volume,Time
957.5,964.58,949.83,954.63,23814,0,0,2008-07-18
956.48,968.3,955.25,965.58,19723,0,0,2008-07-21
965.7,976.13,943.58,946.13,19251,0,0,2008-07-22
946.2,949.0,917.78,920.55,24170,0,0,2008-07-23
920.7,931.13,916.22,927.9,26471,0,0,2008-07-24
927.55,935.05,918.69,929.28,24745,0,0,2008-07-25
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
959.97,978.78,952.55,957.55,28960,0,0,2008-07-17
957.5,964.58,949.83,954.63,23814,0,0,2008-07-18
956.48,968.3,955.25,965.58,19723,0,0,2008-07-21
965.7,976.13,943.58,946.13,19251,0,0,2008-07-22
946.2,949.0,917.78,920.55,24170,0,0,2008-07-23
920.7,931.13,916.22,927.9,26471,0,0,2008-07-24
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
959.97,978.78,952.55,957.55,28960,0,0,2008-07-17
957.5,964.58,949.83,954.63,23814,0,0,2008-07-18
956.48,968.3,955.25,965.58,19723,0,0,2008-07-21
965.7,976.13,943.58,946.13,19251,0,0,2008-07-22
946.2,949.0,917.78,920.55,24170,0,0,2008-07-23
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
959.97,978.78,952.55,957.55,28960,0,0,2008-07-17
957.5,964.58,949.83,954.63,23814,0,0,2008-07-18
956.48,968.3,955.25,965.58,19723,0,0,2008-07-21
965.7,976.13,943.58,946.13,19251,0,0,2008-07-22
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
959.97,978.78,952.55,957.55,28960,0,0,2008-07-17
957.5,964.58,949.83,954.63,23814,0,0,2008-07-18
956.48,968.3,955.25,965.58,19723,0,0,2008-07-21
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
959.97,978.78,952.55,957.55,28960,0,0,2008-07-17
957.5,964.58,949.83,954.63,23814,0,0,2008-07-18
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
959.97,978.78,952.55,957.55,28960,0,0,2008-07-17
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
977.35,981.18,957.6,959.9,24995,0,0,2008-07-16
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
972.4,988.28,967.93,977.23,25738,0,0,2008-07-15
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
963.8,975.22,953.75,972.3,24911,0,0,2008-07-14
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
963.7,963.7,963.7,963.7,1,0,0,2008-07-13
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
947.05,967.78,941.5,963.8,26466,0,0,2008-07-11
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
928.35,947.75,925.47,947.18,23785,0,0,2008-07-10
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
919.35,928.9,915.88,928.53,22807,0,0,2008-07-09
889.34,890.72,873.5,885.95,23773,0,0,2008-06-25
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
925.7,933.13,912.47,919.63,25165,0,0,2008-07-08
883.63,894.1,882.63,889.38,21636,0,0,2008-06-24
889.34,890.72,873.5,885.95,23773,0,0,2008-06-25
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
932.36,933.35,915.03,925.78,23794,0,0,2008-07-07
901.4,907.35,875.55,883.48,16934,0,0,2008-06-23
883.63,894.1,882.63,889.38,21636,0,0,2008-06-24
889.34,890.72,873.5,885.95,23773,0,0,2008-06-25
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
934.15,936.33,929.03,933.9,5650,0,0,2008-07-04
898.0,907.75,895.83,901.73,22290,0,0,2008-06-20
901.4,907.35,875.55,883.48,16934,0,0,2008-06-23
883.63,894.1,882.63,889.38,21636,0,0,2008-06-24
889.34,890.72,873.5,885.95,23773,0,0,2008-06-25
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
945.15,946.75,926.8,934.18,21182,0,0,2008-07-03
894.3,908.65,886.72,897.68,24566,0,0,2008-06-19
898.0,907.75,895.83,901.73,22290,0,0,2008-06-20
901.4,907.35,875.55,883.48,16934,0,0,2008-06-23
883.63,894.1,882.63,889.38,21636,0,0,2008-06-24
889.34,890.72,873.5,885.95,23773,0,0,2008-06-25
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
939.7,945.55,931.65,945.25,25376,0,0,2008-07-02
882.27,895.65,880.33,894.45,22846,0,0,2008-06-18
894.3,908.65,886.72,897.68,24566,0,0,2008-06-19
898.0,907.75,895.83,901.73,22290,0,0,2008-06-20
901.4,907.35,875.55,883.48,16934,0,0,2008-06-23
883.63,894.1,882.63,889.38,21636,0,0,2008-06-24
889.34,890.72,873.5,885.95,23773,0,0,2008-06-25
885.88,918.1,884.78,916.78,23393,0,0,2008-06-26
916.97,930.72,910.25,927.4,25187,0,0,2008-06-27
927.55,935.3,918.45,925.35,23829,0,0,2008-06-30
925.3,945.95,921.93,939.6,24543,0,0,2008-07-01
